submitted (unix timestamp),r1m1,r1m1Games,r1m2,r1m2Games,r1m3,r1m3Games,r1m4,r1m4Games,r1m5,r1m5Games,r1m6,r1m6Games,r1m7,r1m7Games,r1m8,r1m8Games,r2m1,r2m2,r2m3,r2m4,r3m1,r3m2,r4m1,SCF goals
1554641198,TBL,4,BOS,6,WSH,5,PIT,5,CGY,5,VGK,6,NSH,6,WPG,7,TBL,WSH,VGK,WPG,WSH,VGK,WSH,23
1554641345,TBL,5,TOR,7,WSH,5,PIT,6,CGY,6,SJS,5,NSH,5,STL,5,TBL,WSH,SJS,NSH,TBL,NSH,TBL,35
1554642351,TBL,6,BOS,7,CAR,7,PIT,6,CGY,6,VGK,7,NSH,6,STL,7,TBL,CAR,CGY,NSH,TBL,NSH,TBL,65
1554642367,TBL,5,BOS,6,WSH,5,PIT,7,CGY,6,VGK,6,NSH,5,WPG,6,TBL,WSH,CGY,WPG,WSH,CGY,WSH,30
1554642374,TBL,5,BOS,7,WSH,6,NYI,6,CGY,5,VGK,6,DAL,7,STL,6,TBL,NYI,CGY,DAL,TBL,CGY,TBL,69
1554642411,TBL,5,BOS,7,WSH,6,PIT,6,CGY,6,VGK,7,NSH,7,WPG,6,BOS,PIT,VGK,WPG,BOS,WPG,BOS,40
1554642416,TBL,5,TOR,7,WSH,6,NYI,7,CGY,5,SJS,6,NSH,6,WPG,7,TBL,WSH,SJS,WPG,TBL,SJS,SJS,27
1554642449,TBL,5,BOS,6,WSH,6,NYI,7,CGY,5,SJS,7,NSH,6,STL,6,TBL,WSH,CGY,STL,TBL,STL,STL,34
1554642628,TBL,5,BOS,6,CAR,7,NYI,6,CGY,5,VGK,7,DAL,5,WPG,6,TBL,CAR,VGK,DAL,TBL,VGK,VGK,21
1554642632,TBL,5,BOS,7,WSH,7,PIT,6,CGY,5,SJS,7,DAL,6,WPG,6,TBL,WSH,CGY,WPG,TBL,WPG,TBL,27
1554642745,TBL,5,BOS,7,WSH,6,NYI,7,CGY,6,SJS,6,NSH,5,WPG,6,TBL,NYI,CGY,WPG,TBL,WPG,TBL,31
1554642780,TBL,4,BOS,5,WSH,4,PIT,5,CGY,6,SJS,6,NSH,6,WPG,5,TBL,PIT,SJS,NSH,PIT,SJS,PIT,23
1554642819,TBL,5,BOS,6,WSH,4,PIT,6,CGY,5,SJS,6,NSH,7,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,35
1554643383,CBJ,7,BOS,5,WSH,5,PIT,6,CGY,6,SJS,6,NSH,5,STL,7,BOS,PIT,SJS,NSH,PIT,SJS,SJS,38
1554643465,TBL,4,TOR,7,WSH,5,PIT,6,CGY,6,VGK,6,NSH,5,WPG,6,TBL,PIT,CGY,WPG,TBL,CGY,TBL,56
1554643617,TBL,5,TOR,6,WSH,5,NYI,5,CGY,5,SJS,7,DAL,6,WPG,5,TBL,WSH,SJS,WPG,TBL,WPG,TBL,42
1554643977,TBL,4,BOS,5,WSH,5,PIT,7,COL,6,VGK,6,DAL,6,WPG,7,TBL,PIT,VGK,WPG,PIT,VGK,VGK,22
1554644060,TBL,4,BOS,7,CAR,7,NYI,6,COL,6,VGK,5,NSH,6,WPG,7,BOS,NYI,COL,WPG,BOS,WPG,BOS,26
1554644542,TBL,6,TOR,7,CAR,6,PIT,7,CGY,6,VGK,6,NSH,5,STL,6,TBL,PIT,VGK,STL,PIT,VGK,PIT,26
1554644555,TBL,6,TOR,6,WSH,6,PIT,5,COL,7,VGK,6,DAL,7,STL,7,TOR,WSH,COL,STL,TOR,COL,TOR,32
1554644991,TBL,5,BOS,6,WSH,5,NYI,7,CGY,6,VGK,7,DAL,7,STL,6,TBL,WSH,CGY,STL,TBL,CGY,CGY,35
1554645194,TBL,6,BOS,7,CAR,6,NYI,6,CGY,5,SJS,7,DAL,6,STL,5,BOS,NYI,CGY,STL,BOS,STL,STL,27
1554645300,TBL,5,BOS,4,WSH,7,NYI,7,CGY,6,VGK,6,DAL,7,STL,4,BOS,NYI,CGY,STL,BOS,CGY,BOS,27
1554645461,TBL,6,BOS,6,WSH,5,NYI,7,CGY,5,SJS,6,NSH,7,WPG,5,TBL,WSH,CGY,WPG,TBL,WPG,TBL,24
1554645531,TBL,5,BOS,6,WSH,6,PIT,6,CGY,5,VGK,7,NSH,7,STL,6,TBL,PIT,CGY,STL,TBL,CGY,TBL,38
1554645680,TBL,5,TOR,6,WSH,4,PIT,5,CGY,4,VGK,6,NSH,5,WPG,5,TBL,WSH,VGK,WPG,WSH,VGK,VGK,19
1554645845,TBL,5,BOS,4,WSH,5,NYI,5,CGY,6,SJS,7,NSH,4,STL,6,TBL,NYI,SJS,NSH,TBL,NSH,TBL,26
1554645996,TBL,5,TOR,7,WSH,6,PIT,5,CGY,4,SJS,6,NSH,5,WPG,5,TOR,PIT,CGY,NSH,TOR,CGY,TOR,33
1554646000,TBL,5,BOS,6,CAR,7,NYI,6,COL,6,SJS,5,NSH,4,STL,5,TBL,CAR,COL,NSH,TBL,NSH,TBL,24
1554646157,TBL,6,TOR,7,WSH,6,NYI,7,CGY,5,SJS,7,NSH,4,WPG,5,TBL,WSH,SJS,NSH,WSH,NSH,WSH,34
1554646510,TBL,5,TOR,6,WSH,6,PIT,5,CGY,5,SJS,5,NSH,4,STL,7,TOR,WSH,SJS,NSH,TOR,NSH,TOR,37
1554646539,TBL,6,BOS,7,WSH,5,NYI,7,CGY,6,SJS,7,NSH,5,STL,6,TBL,NYI,SJS,NSH,TBL,SJS,TBL,39
1554646560,TBL,5,BOS,6,WSH,5,PIT,6,COL,7,SJS,6,NSH,5,WPG,6,TBL,WSH,SJS,WPG,TBL,SJS,TBL,31
1554646608,TBL,5,TOR,7,WSH,5,NYI,6,CGY,5,SJS,7,NSH,4,WPG,4,TBL,NYI,SJS,WPG,NYI,WPG,WPG,41
1554646629,TBL,5,BOS,6,WSH,6,NYI,7,CGY,6,VGK,6,NSH,7,STL,6,TBL,NYI,CGY,STL,TBL,STL,STL,35
1554646664,TBL,5,TOR,6,WSH,5,PIT,7,CGY,5,SJS,5,NSH,4,STL,7,TOR,WSH,SJS,NSH,TOR,NSH,TOR,37
1554646669,TBL,5,TOR,6,WSH,6,PIT,5,COL,7,SJS,6,NSH,5,WPG,6,TOR,WSH,COL,WPG,TOR,WPG,WPG,53
1554647810,TBL,5,TOR,7,WSH,7,PIT,6,CGY,5,VGK,6,NSH,6,STL,5,TBL,PIT,CGY,NSH,TBL,CGY,TBL,38
1554648018,CBJ,6,BOS,7,WSH,6,PIT,6,CGY,5,SJS,6,NSH,6,STL,7,CBJ,PIT,CGY,NSH,PIT,NSH,NSH,40
1554648173,TBL,5,BOS,7,WSH,6,PIT,7,CGY,6,SJS,7,NSH,6,WPG,7,TBL,WSH,SJS,NSH,TBL,NSH,TBL,28
1554648992,TBL,5,TOR,6,CAR,7,NYI,6,CGY,5,SJS,7,NSH,6,STL,7,TBL,CAR,CGY,STL,TBL,CGY,CGY,45
1554649028,TBL,6,TOR,7,CAR,7,NYI,6,CGY,5,VGK,6,NSH,5,STL,6,TBL,CAR,VGK,STL,TBL,STL,STL,50
1554649664,TBL,5,BOS,7,WSH,7,PIT,6,CGY,5,SJS,7,NSH,7,STL,6,TBL,PIT,CGY,STL,TBL,CGY,TBL,25
1554649853,TBL,5,BOS,5,WSH,6,PIT,6,CGY,5,VGK,6,NSH,6,STL,7,TBL,PIT,CGY,STL,TBL,CGY,TBL,34
1554649868,TBL,6,BOS,6,CAR,7,PIT,6,CGY,5,SJS,6,DAL,6,STL,6,TBL,PIT,CGY,DAL,TBL,CGY,TBL,33
1554649870,TBL,5,BOS,7,WSH,5,NYI,6,CGY,5,VGK,7,NSH,6,STL,6,TBL,WSH,CGY,STL,TBL,CGY,TBL,32
1554649915,TBL,6,BOS,6,CAR,7,NYI,6,CGY,5,VGK,7,NSH,7,STL,4,BOS,CAR,CGY,NSH,BOS,CGY,CGY,24
1554649921,TBL,5,BOS,6,WSH,5,PIT,6,CGY,7,SJS,4,DAL,7,WPG,6,TBL,PIT,CGY,DAL,TBL,DAL,TBL,30
1554649925,TBL,5,BOS,6,WSH,6,PIT,6,CGY,5,SJS,6,NSH,6,STL,6,TBL,PIT,CGY,STL,TBL,STL,STL,28
1554649926,TBL,5,BOS,6,WSH,5,PIT,6,CGY,5,SJS,7,NSH,6,WPG,6,TBL,PIT,CGY,WPG,TBL,CGY,TBL,23
1554649946,TBL,5,BOS,6,WSH,6,PIT,6,COL,7,SJS,5,NSH,6,WPG,6,TBL,WSH,SJS,WPG,TBL,WPG,TBL,41
1554650038,TBL,4,TOR,7,CAR,7,NYI,6,CGY,6,SJS,7,NSH,6,WPG,7,TBL,CAR,CGY,NSH,TBL,NSH,NSH,57
1554650103,TBL,5,BOS,6,WSH,6,PIT,7,CGY,6,VGK,7,DAL,7,STL,6,TBL,WSH,CGY,STL,TBL,CGY,CGY,25
1554650135,TBL,7,TOR,6,CAR,7,NYI,6,COL,6,VGK,5,DAL,6,STL,6,TBL,CAR,COL,STL,CAR,COL,COL,17
1554650161,TBL,5,BOS,7,WSH,6,PIT,6,CGY,5,VGK,6,NSH,5,WPG,5,TBL,PIT,CGY,WPG,TBL,CGY,TBL,21
1554650165,TBL,4,BOS,7,WSH,6,PIT,6,CGY,6,VGK,7,NSH,6,STL,7,TBL,WSH,VGK,NSH,TBL,VGK,TBL,37
1554650214,TBL,5,TOR,6,WSH,5,PIT,6,CGY,5,SJS,7,NSH,6,STL,7,TBL,WSH,CGY,STL,TBL,STL,TBL,27
1554650219,TBL,5,BOS,7,CAR,7,PIT,6,CGY,6,VGK,7,NSH,6,STL,6,TBL,CAR,VGK,STL,TBL,STL,TBL,53
1554650300,TBL,6,BOS,7,WSH,5,PIT,6,CGY,6,VGK,6,NSH,6,STL,6,TBL,PIT,CGY,STL,TBL,CGY,TBL,23
1554650302,TBL,6,BOS,5,WSH,7,PIT,5,CGY,5,VGK,5,NSH,4,STL,6,TBL,PIT,CGY,STL,TBL,CGY,TBL,26
1554650317,TBL,4,BOS,6,WSH,6,PIT,7,CGY,6,VGK,6,NSH,7,STL,5,TBL,PIT,VGK,STL,TBL,STL,TBL,30
1554650318,TBL,6,BOS,7,WSH,5,NYI,6,CGY,7,VGK,6,NSH,5,STL,7,TBL,WSH,VGK,STL,TBL,STL,STL,57
1554650329,TBL,5,BOS,6,WSH,6,PIT,6,CGY,5,VGK,6,DAL,7,STL,6,TBL,PIT,CGY,STL,PIT,STL,PIT,41
1554650334,TBL,5,BOS,6,WSH,6,NYI,7,CGY,6,VGK,7,NSH,6,WPG,7,TBL,NYI,VGK,NSH,TBL,VGK,TBL,30
1554650346,TBL,5,BOS,6,WSH,7,NYI,7,CGY,5,VGK,7,NSH,7,STL,6,TBL,WSH,CGY,STL,TBL,CGY,TBL,35
1554650347,TBL,4,BOS,6,WSH,7,PIT,6,CGY,5,VGK,6,NSH,7,STL,6,TBL,WSH,CGY,STL,TBL,CGY,TBL,26
1554650358,TBL,5,BOS,5,WSH,7,PIT,7,CGY,6,VGK,7,NSH,6,WPG,6,BOS,WSH,CGY,NSH,BOS,CGY,CGY,26
1554650388,TBL,5,BOS,5,WSH,6,PIT,6,CGY,7,VGK,6,NSH,5,STL,6,TBL,WSH,VGK,NSH,TBL,NSH,TBL,26
1554650412,TBL,5,BOS,6,CAR,7,NYI,6,CGY,4,VGK,6,DAL,7,STL,7,TBL,NYI,CGY,STL,NYI,CGY,NYI,27
1554650426,TBL,4,BOS,7,WSH,5,PIT,6,CGY,6,SJS,6,NSH,5,WPG,7,TBL,WSH,CGY,WPG,TBL,CGY,TBL,26
1554650430,TBL,5,BOS,6,WSH,7,NYI,6,CGY,5,VGK,6,NSH,7,WPG,4,BOS,WSH,VGK,NSH,BOS,NSH,BOS,34
1554650444,TBL,5,TOR,6,WSH,6,PIT,6,CGY,5,SJS,7,NSH,7,WPG,7,TOR,PIT,CGY,WPG,TOR,CGY,CGY,41
1554650448,TBL,6,BOS,7,WSH,7,PIT,6,CGY,6,SJS,7,NSH,5,STL,6,TBL,WSH,SJS,STL,TBL,SJS,TBL,33
1554650483,CBJ,5,BOS,7,CAR,7,NYI,6,CGY,6,SJS,6,NSH,5,STL,7,CBJ,CAR,SJS,STL,CAR,STL,CAR,25
1554650506,TBL,7,TOR,7,WSH,5,NYI,6,CGY,6,VGK,6,NSH,5,STL,7,TBL,WSH,CGY,NSH,WSH,NSH,WSH,15
1554650543,TBL,5,BOS,6,WSH,5,NYI,7,CGY,5,SJS,6,NSH,6,STL,5,BOS,WSH,SJS,STL,WSH,SJS,WSH,42
1554650548,TBL,5,TOR,7,WSH,6,PIT,6,CGY,6,SJS,7,NSH,6,WPG,7,TBL,WSH,SJS,WPG,TBL,SJS,SJS,29
1554650554,TBL,5,BOS,6,WSH,6,PIT,6,CGY,5,SJS,6,NSH,6,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,31
1554650557,TBL,5,BOS,7,WSH,6,NYI,6,CGY,5,SJS,6,NSH,7,STL,6,TBL,NYI,SJS,STL,TBL,SJS,SJS,39
1554650567,TBL,5,BOS,7,WSH,6,PIT,5,CGY,4,SJS,7,NSH,6,STL,7,TBL,WSH,CGY,NSH,TBL,NSH,TBL,54
1554650599,TBL,6,BOS,7,WSH,6,NYI,6,CGY,5,VGK,6,DAL,5,WPG,6,TBL,NYI,CGY,DAL,TBL,CGY,TBL,32
1554650614,TBL,5,BOS,6,CAR,7,NYI,6,CGY,4,VGK,7,DAL,7,STL,6,TBL,NYI,CGY,STL,TBL,CGY,TBL,30
1554650617,TBL,5,TOR,7,CAR,6,PIT,6,CGY,5,VGK,6,NSH,6,STL,7,TBL,CAR,CGY,NSH,TBL,NSH,TBL,29
1554650639,TBL,5,BOS,7,WSH,5,PIT,6,CGY,5,VGK,7,DAL,6,STL,6,TBL,WSH,VGK,STL,TBL,STL,STL,18
1554650649,TBL,5,BOS,7,WSH,6,NYI,7,COL,6,SJS,6,DAL,7,STL,7,TBL,NYI,SJS,STL,TBL,SJS,SJS,42
1554650657,TBL,5,TOR,7,WSH,6,PIT,6,CGY,5,SJS,7,NSH,6,STL,7,TBL,WSH,CGY,STL,TBL,CGY,TBL,36
1554650681,TBL,5,BOS,6,WSH,6,NYI,7,CGY,7,SJS,7,NSH,6,STL,7,TBL,NYI,SJS,STL,TBL,SJS,TBL,30
1554650695,TBL,5,BOS,6,WSH,5,NYI,7,CGY,5,VGK,7,NSH,6,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,40
1554650715,CBJ,7,TOR,7,WSH,6,NYI,7,CGY,6,VGK,6,NSH,5,WPG,7,TOR,WSH,CGY,WPG,WSH,CGY,WSH,51
1554650716,TBL,5,TOR,6,WSH,5,PIT,5,CGY,6,SJS,7,NSH,7,STL,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,28
1554650731,TBL,4,BOS,6,WSH,5,NYI,7,CGY,6,VGK,6,NSH,5,STL,7,TBL,WSH,CGY,STL,TBL,CGY,TBL,28
1554650740,TBL,4,BOS,6,WSH,5,PIT,7,COL,6,SJS,5,NSH,4,WPG,5,BOS,PIT,COL,WPG,BOS,WPG,BOS,23
1554650756,TBL,6,BOS,5,WSH,4,PIT,7,CGY,6,SJS,7,NSH,6,WPG,7,TBL,WSH,CGY,WPG,TBL,CGY,CGY,25
1554650756,TBL,4,BOS,7,WSH,5,PIT,7,CGY,5,SJS,7,NSH,6,WPG,7,TBL,WSH,SJS,NSH,TBL,SJS,TBL,27
1554650758,TBL,5,BOS,7,WSH,4,PIT,6,COL,7,SJS,6,NSH,5,WPG,5,TBL,WSH,SJS,NSH,TBL,NSH,TBL,15
1554650760,TBL,5,TOR,6,CAR,6,PIT,7,CGY,6,SJS,6,NSH,5,WPG,5,TBL,CAR,SJS,WPG,TBL,SJS,TBL,28
1554650762,TBL,4,BOS,7,WSH,5,PIT,7,CGY,5,SJS,7,NSH,6,WPG,7,TBL,WSH,SJS,NSH,TBL,SJS,TBL,27
1554650769,TBL,4,BOS,7,WSH,6,NYI,6,CGY,5,VGK,6,DAL,7,STL,5,TBL,WSH,VGK,STL,WSH,STL,STL,36
1554650791,TBL,6,BOS,7,CAR,6,PIT,5,CGY,6,VGK,6,DAL,7,STL,6,TBL,PIT,VGK,STL,TBL,STL,TBL,36
1554650792,TBL,5,BOS,6,WSH,5,PIT,6,CGY,4,SJS,6,NSH,5,WPG,4,BOS,WSH,CGY,NSH,BOS,NSH,NSH,28
1554650808,TBL,5,BOS,5,WSH,6,NYI,6,CGY,6,VGK,7,NSH,6,STL,6,TBL,WSH,CGY,STL,TBL,CGY,TBL,25
1554650816,TBL,4,TOR,6,WSH,4,PIT,6,CGY,4,VGK,4,NSH,6,WPG,6,TBL,PIT,CGY,WPG,TBL,CGY,TBL,23
1554650842,TBL,6,TOR,7,WSH,5,NYI,6,CGY,6,SJS,7,NSH,5,WPG,7,TBL,WSH,CGY,NSH,WSH,NSH,NSH,30
1554650851,TBL,5,BOS,6,WSH,5,PIT,6,CGY,5,VGK,7,DAL,7,STL,6,TBL,WSH,VGK,STL,TBL,STL,STL,49
1554650855,TBL,5,BOS,7,WSH,7,NYI,5,CGY,5,VGK,6,DAL,7,STL,4,TBL,NYI,CGY,STL,TBL,STL,STL,23
1554650856,TBL,4,BOS,6,WSH,5,PIT,7,CGY,6,SJS,5,NSH,7,WPG,7,TBL,WSH,CGY,NSH,TBL,CGY,CGY,40
1554650886,TBL,5,BOS,7,WSH,6,PIT,7,CGY,6,VGK,6,NSH,7,STL,6,TBL,PIT,VGK,STL,TBL,VGK,TBL,35
1554650890,TBL,6,TOR,7,WSH,5,PIT,6,CGY,6,SJS,5,NSH,5,WPG,6,TOR,WSH,SJS,WPG,WSH,WPG,WPG,23
1554650894,TBL,4,TOR,7,WSH,5,PIT,6,CGY,5,VGK,6,NSH,5,WPG,6,TBL,PIT,CGY,WPG,PIT,WPG,PIT,6
1554650899,TBL,5,BOS,6,WSH,4,PIT,5,CGY,4,SJS,6,NSH,5,WPG,5,TBL,WSH,CGY,NSH,TBL,CGY,TBL,25
1554650907,TBL,6,TOR,7,WSH,5,PIT,5,CGY,6,SJS,6,NSH,5,WPG,6,TBL,PIT,CGY,WPG,PIT,CGY,PIT,72
1554650914,TBL,6,TOR,6,WSH,5,PIT,6,CGY,4,VGK,5,NSH,6,WPG,7,TBL,WSH,CGY,WPG,TBL,CGY,CGY,86
1554650924,TBL,4,BOS,6,WSH,6,PIT,6,CGY,5,VGK,5,NSH,6,WPG,7,TBL,PIT,VGK,WPG,PIT,VGK,PIT,31
1554650951,TBL,5,TOR,6,WSH,7,NYI,6,COL,5,VGK,5,NSH,6,WPG,6,TBL,NYI,VGK,WPG,TBL,WPG,TBL,28
1554650962,TBL,5,TOR,7,WSH,6,NYI,6,CGY,5,VGK,6,NSH,7,STL,6,TBL,WSH,CGY,STL,TBL,STL,TBL,23
1554650978,TBL,5,BOS,6,WSH,6,PIT,7,CGY,6,SJS,5,NSH,6,WPG,7,TBL,PIT,SJS,WPG,TBL,SJS,TBL,26
1554650979,TBL,6,BOS,5,WSH,4,NYI,7,CGY,7,SJS,7,DAL,7,WPG,6,BOS,NYI,SJS,WPG,NYI,WPG,WPG,32
1554650998,TBL,5,BOS,7,CAR,6,PIT,7,CGY,5,SJS,5,NSH,6,STL,6,TBL,CAR,CGY,NSH,TBL,NSH,NSH,41
1554651015,TBL,7,BOS,5,WSH,5,PIT,7,CGY,6,SJS,6,NSH,7,WPG,5,TBL,PIT,SJS,NSH,TBL,SJS,TBL,34
1554651028,TBL,6,BOS,6,WSH,6,PIT,5,CGY,5,VGK,7,NSH,6,WPG,6,TBL,WSH,VGK,WPG,WSH,WPG,WSH,32
1554651058,TBL,5,BOS,7,WSH,6,PIT,6,CGY,6,VGK,6,DAL,7,STL,7,TBL,WSH,CGY,STL,TBL,STL,TBL,33
1554651061,TBL,5,TOR,7,WSH,5,PIT,7,COL,6,SJS,6,NSH,6,WPG,7,TBL,WSH,COL,NSH,WSH,NSH,WSH,28
1554651067,TBL,4,BOS,7,CAR,6,NYI,6,CGY,6,VGK,5,NSH,7,WPG,6,TBL,NYI,VGK,WPG,TBL,WPG,WPG,29
1554651114,TBL,5,BOS,7,CAR,6,PIT,5,CGY,4,SJS,5,NSH,5,STL,6,TBL,CAR,SJS,STL,TBL,SJS,TBL,56
1554651116,CBJ,6,BOS,5,WSH,5,PIT,6,CGY,5,VGK,4,NSH,7,STL,6,CBJ,WSH,CGY,STL,CBJ,CGY,CBJ,28
1554651129,TBL,5,BOS,6,WSH,5,NYI,6,CGY,5,VGK,7,NSH,6,STL,7,TBL,NYI,CGY,NSH,TBL,CGY,TBL,22
1554651158,TBL,5,BOS,6,WSH,5,NYI,7,CGY,5,SJS,5,NSH,4,STL,6,TBL,NYI,CGY,STL,TBL,CGY,TBL,19
1554651185,TBL,5,BOS,6,WSH,4,PIT,7,CGY,6,VGK,7,NSH,5,STL,7,TBL,WSH,CGY,STL,TBL,CGY,TBL,31
1554651186,TBL,5,BOS,6,WSH,6,NYI,7,CGY,7,VGK,5,NSH,7,WPG,7,TBL,WSH,CGY,WPG,TBL,CGY,CGY,39
1554651196,TBL,5,TOR,7,WSH,5,PIT,6,CGY,6,SJS,7,DAL,6,WPG,7,TBL,WSH,SJS,WPG,TBL,WPG,TBL,36
1554651199,TBL,5,TOR,6,WSH,5,PIT,7,CGY,5,VGK,7,NSH,5,STL,5,TBL,WSH,CGY,STL,WSH,STL,WSH,35
1554651201,TBL,5,BOS,6,WSH,6,NYI,7,CGY,7,VGK,5,NSH,7,WPG,7,TBL,WSH,CGY,WPG,TBL,CGY,CGY,39
1554651201,TBL,5,BOS,7,WSH,5,PIT,7,CGY,6,SJS,7,NSH,6,STL,6,TBL,WSH,SJS,NSH,TBL,NSH,TBL,23
1554651213,TBL,4,BOS,7,CAR,7,NYI,6,CGY,6,VGK,5,NSH,7,WPG,6,TBL,NYI,VGK,WPG,TBL,WPG,WPG,29
1554651219,TBL,5,BOS,6,WSH,6,NYI,7,CGY,6,SJS,7,NSH,6,WPG,7,TBL,NYI,CGY,WPG,TBL,WPG,TBL,31
1554651231,CBJ,6,BOS,6,WSH,7,PIT,6,CGY,6,SJS,7,NSH,6,STL,7,BOS,WSH,SJS,STL,BOS,SJS,BOS,32
1554651240,TBL,6,BOS,6,WSH,5,NYI,7,CGY,5,SJS,5,NSH,6,STL,6,TBL,NYI,CGY,STL,NYI,STL,NYI,40
1554651264,TBL,5,TOR,6,WSH,7,PIT,5,CGY,6,SJS,6,NSH,5,STL,6,TBL,WSH,SJS,STL,TBL,STL,STL,29
1554651268,TBL,4,TOR,6,WSH,6,NYI,7,CGY,6,VGK,7,NSH,5,WPG,6,TOR,WSH,CGY,WPG,TOR,WPG,TOR,29
1554651272,TBL,5,BOS,6,WSH,5,NYI,6,CGY,7,SJS,6,NSH,6,WPG,5,TBL,WSH,CGY,WPG,WSH,WPG,WPG,26
1554651274,TBL,4,TOR,6,WSH,5,NYI,7,CGY,6,VGK,7,NSH,5,WPG,7,TBL,WSH,CGY,NSH,TBL,NSH,TBL,37
1554651280,TBL,5,TOR,7,CAR,5,NYI,6,CGY,5,VGK,6,DAL,5,STL,7,TBL,CAR,CGY,DAL,TBL,CGY,TBL,52
1554651285,TBL,6,BOS,6,WSH,5,PIT,6,CGY,7,VGK,6,DAL,7,STL,5,BOS,PIT,VGK,STL,BOS,STL,BOS,25
1554651291,TBL,5,TOR,6,WSH,5,PIT,6,CGY,4,SJS,6,NSH,4,WPG,7,TBL,WSH,CGY,NSH,TBL,CGY,TBL,31
1554651296,TBL,4,TOR,6,WSH,5,PIT,6,CGY,5,SJS,6,NSH,5,WPG,5,TBL,WSH,CGY,WPG,TBL,WPG,TBL,20
1554651313,TBL,4,BOS,6,WSH,7,NYI,7,CGY,5,SJS,7,NSH,6,STL,7,TBL,NYI,CGY,NSH,TBL,CGY,TBL,31
1554651324,TBL,5,BOS,6,WSH,5,PIT,7,CGY,5,SJS,6,NSH,5,WPG,7,TBL,WSH,CGY,WPG,TBL,WPG,TBL,29
1554651327,TBL,5,BOS,6,WSH,5,PIT,6,CGY,5,VGK,7,NSH,6,WPG,6,TBL,WSH,VGK,NSH,WSH,NSH,WSH,32
1554651372,TBL,4,BOS,7,WSH,6,NYI,6,CGY,5,SJS,7,NSH,5,STL,6,TBL,WSH,SJS,NSH,TBL,SJS,TBL,26
1554651390,TBL,5,BOS,7,CAR,6,NYI,6,COL,6,VGK,7,DAL,7,STL,5,TBL,NYI,COL,DAL,TBL,DAL,TBL,37
1554651396,TBL,5,TOR,7,CAR,6,PIT,6,CGY,5,VGK,7,NSH,6,WPG,6,TBL,PIT,CGY,WPG,TBL,CGY,CGY,46
1554651403,TBL,4,BOS,6,WSH,6,PIT,6,COL,6,VGK,7,DAL,7,WPG,6,TBL,PIT,COL,DAL,TBL,COL,TBL,47
1554651425,TBL,4,TOR,4,WSH,6,PIT,7,CGY,5,SJS,5,DAL,5,WPG,5,TOR,WSH,SJS,WPG,TOR,WPG,TOR,30
1554651426,TBL,4,BOS,6,WSH,5,NYI,7,CGY,5,VGK,7,NSH,4,STL,7,TBL,NYI,VGK,NSH,TBL,NSH,TBL,35
1554651430,TBL,4,TOR,7,CAR,6,NYI,6,CGY,5,SJS,6,NSH,5,WPG,7,TBL,NYI,CGY,WPG,TBL,CGY,CGY,54
1554651438,TBL,4,BOS,5,WSH,6,PIT,6,CGY,6,SJS,7,DAL,7,STL,6,TBL,PIT,CGY,DAL,PIT,CGY,PIT,31
1554651466,TBL,5,BOS,6,CAR,7,NYI,7,CGY,6,SJS,6,NSH,5,WPG,7,TBL,CAR,CGY,WPG,TBL,WPG,TBL,30
1554651481,TBL,5,BOS,6,WSH,5,PIT,6,CGY,6,VGK,7,NSH,7,STL,7,TBL,WSH,CGY,STL,TBL,STL,TBL,28
1554651494,TBL,7,TOR,6,CAR,7,NYI,5,CGY,6,SJS,7,NSH,4,STL,7,TBL,CAR,SJS,STL,TBL,SJS,SJS,41
1554651510,TBL,5,TOR,6,CAR,7,NYI,7,CGY,6,VGK,6,NSH,5,WPG,6,TOR,NYI,CGY,WPG,TOR,WPG,TOR,20
1554651511,TBL,5,BOS,7,WSH,6,NYI,6,CGY,6,SJS,6,NSH,6,STL,6,TBL,WSH,SJS,STL,TBL,SJS,SJS,42
1554651512,TBL,5,BOS,6,WSH,5,PIT,6,CGY,7,VGK,6,NSH,5,STL,7,TBL,PIT,CGY,STL,TBL,STL,TBL,28
1554651526,TBL,5,BOS,7,WSH,6,PIT,6,CGY,6,SJS,6,NSH,6,STL,7,TBL,WSH,CGY,STL,TBL,CGY,TBL,32
1554651533,CBJ,6,TOR,6,WSH,6,NYI,5,COL,5,VGK,7,NSH,5,STL,5,TOR,WSH,VGK,NSH,WSH,VGK,WSH,8
1554651554,TBL,5,TOR,6,WSH,5,PIT,6,CGY,5,SJS,7,NSH,4,WPG,6,TBL,PIT,CGY,WPG,TBL,WPG,TBL,34
1554651604,TBL,5,BOS,6,WSH,6,NYI,7,CGY,5,SJS,7,NSH,6,STL,5,TBL,WSH,CGY,STL,WSH,CGY,WSH,27
1554651622,TBL,6,BOS,7,WSH,6,NYI,7,CGY,6,VGK,5,NSH,5,STL,6,TBL,NYI,CGY,STL,TBL,CGY,TBL,48
1554651624,TBL,6,BOS,7,WSH,6,PIT,5,CGY,5,VGK,7,NSH,5,WPG,7,TBL,PIT,VGK,NSH,TBL,NSH,TBL,80
1554651625,TBL,4,BOS,6,WSH,6,PIT,7,CGY,5,SJS,6,NSH,6,WPG,7,TBL,WSH,CGY,WPG,TBL,WPG,WPG,38
